,question_1,label
611,why do people speak about dying of old age when there is really no such thing?,3
612,How do I transfer money from a trust bank in the United States to a bank in the Ukraine?,7
613,Why do babies have to come out head first?,3
614,Looking for Incremental Backup Software + bootable images + networkable (?)?,5
615,what good laptop can recommend a college student ?,5
616,"what is the amperage and watts of a toshiba laptop satellite computer bought in 2004,with 110volt supply?",5
617,where can i listen to free baltimore club music?,8
618,In which country you have to work the fewer hours?,1
619,How does water divining work?,7
620,how to be more masculine in nature???,1
621,"i'm looking for a site that sells big wall ""clings"" of football players....i was told the site is bigheads but",6
622,what size basketball do girls play with in high school?,6
623,if a boy said he liked you and you only see him for a second after school should you get over him?,9
624,"i have almost continual hot flashes and am 67 years old, anyone else??",3
625,what is the best way to quit smoking?,3
626,WHAT WUD U DO IF U BECOME THE PRESIDENT OF UR COUNTRY?,7
627,Zone Alarm Settings using Perl or Registry?,5
628,Who do you think the astros will most likely get from remaining free agents? if anybody?,6
629,What is RSS?,5
630,What were smurf toys originally called? My Bro. had some from the 60's they were different colors made by Peyo,7
631,HELP!!! How long does alcohol stay in your system ? Urine Test.?,3
632,"What are the white, foul-smelling flakes on my penis?",3
633,Any help for aging thin cancerous skin that's sensitive to almost everything?,3
634,is china still a communist country?,10
635,what is a good conversation starter to ask a girls out?,9
636,"I'm having nightmares about Burger King (person, not place). What should I do?",7
637,'Intelligent Design' should be better named 'Malevolent Design'. Do you agree ?,2
638,what is customer behaviour?,7
639,"I CAN'T GET THE FULL WIDTH OF MY SCREEN,HEIGHTH IS FINE?",5
640,what is global warming?,7
641,Why should we be forced to learn another language?,1
642,"if you have been convicted of a felony, are you eligible to take out student loans?",7
643,bullimic or not?,3
644,how is a digital camera work ?,7
645,do you like griffiti?,1
646,will aol partner with google or microsoft?,5
647,New computer tells me I have no email messages when I know I do.  conniecada@windermerecolville.com?,5
648,How do I access my Yahoo mail settings?,5
649,"how can you make hundreds of thousands of dollars safely, rapidly, and legit?",7
650,DIFFICULT RIDDLE?,8
651,what is the deepest sea in the world?,7
652,How old is Juicy J from the  rap group  Three 6 Mafia?,8
653,who is the hottest star in hollywood right now?,8
654,I would like to know strength and weakness of European football?,6
655,Did King Arthur really exsist?,7
656,"What does it mean if 2 college girls, who just finished finals are at home on a friday playing on yahoo answer",7
657,How many babies do they have to squeeze to get a 6oz bottle of baby oil?,7
658,What is Linux?,5
659,"Where can I learn more about compensation plans for salespeople? (Combinations of bonus, incentives,quotes,sal",7
660,Should President Bush be impeached for spying on americans.?,10
661,"Who was the first person to look at a cow and say, ""I think I'll squeeze these dangly things here and drink wh",7
662,Were there any Marines that saw service in the European theater during WW II?,10
663,"why the movie brokeback mountain, hasn't been shown in all movie theaters?",8
664,which web site would give me basic information about internet behavior and web analytics?,5
665,how do I clear the the search text field history on my search engine?,5
666,do i have the right to be mad?,9
667,where can u get bunnys are roadkill by afi?,8
668,what du think abt joze moriniyo(chelsea coach)?,6
669,write detailed missiles launched by india?,10
670,what is the pre-n router?,5
671,What is the best sites for free download?,7
672,what's environment?,7
673,Do you know of a free or inexpensive Photo Capture program?,5
674,There are 3 words in the english language that end in gry. What are they?,7
675,how is the job market for ophthalmologists in washington state?,7
676,Is DNA the real map from where we come from and where we go to????,2
677,I am looking for www.sharebears songs.com i just don't know where to go?,8
678,Can a human out run a horse over long distances (100+ miles)?,6
679,what is the coordinates of the bermuda triangle?,2
680,Why do girls try to have sex with you then expect you to want a relaitonship or feel its the next step.?,9
681,will be a war on iran?,10
682,What is insider trading?,7
683,why am I being blocked from going to 123greetings.com every time I have always been able to go there?,7
684,looking for low income housing programs for young widows with children?,10
685,Is it now safe to assume that PDFs on sites can be accessed by assistive technology users?,5
686,how can you tell if someone has opened your email?,5
687,Do you think the country would be better off if everyone was liberal? conservative?,10
688,Who is nicolaus copernicus?,2
689,How do I get a job in Pharm. sales?,7
690,looking for 1970's group called War?,8
691,What are the chances that Israel launches an attack to prevent Iranian nuclear ambitions?,10
692,what is pi times 365 devided by the square root of 16?,7
693,when will undertaker of WWE ..........will really die??,8
694,How can I get very rich quickly and easily?,7
695,Been with my girlfriend for a year.  How long should we be together before we talk about marriage?,9
696,Do you think you have scientific proof of evolution? I know someone who will pay you if you really do!?,2
697,"My son has a flight booked for 01/19/06,flight#4601,departing from Ft.Myers,Fla.to Chigago-?",3
698,if my credit is bad how do i get a loan to get on the right track and pay all my debts?,7
699,Online press release?,7
700,Do you know of any good resources for downloading Mac shareware?,5
701,How do I get motivated to go to the GYM?,3
702,Wasn't Jesus a Gnostic or an Essenes?,1
703,Why is it so Foggy in the Central Valley of California?,2
704,does anyone have a spare hard disk they'd be willing to donate to me?,5
705,How can I make free - full free- International calls ( from and to countries out of USA)?,7
706,Is there such a thing as a Technical Temp agency?,7
707,"Perfectnobody,did you receive a thank you when reaching level 2?",7
708,Does cancelling store credit cards help or hurt your credit score?,7
709,"How far did you go in Math? Algebra? Calulus 18? lol, Does it help you in life today? Or was it worthless?",2
710,What floats besides wood (ala Monty Python)?,8
711,Is President Bush insane?,10
712,Is cricket worth its several hours play time ?,6
713,is phil ivey the best?,7
714,How can I find an old friend for free?,7
715,can saltalites from outer space tell whats in your house?,10
716,Does Coffee really help Asthmatic  p/pz?,3
717,washington d c state or not?,4
718,What is the difference between Blog and Podcast ?,5
719,Why is the sky blue???,7
720,Why do you think Yahoo! Answers is so addictive?,7
721,I am trying to find out the age of my amercian made silver plated pitcher...any website ideas?,7
722,HAS ANYONE HAD LOWER BACK SURGERY ON FIRST 4 DISC? WHAT WAS YOUR OUTCOME? HOW MUCH PAIN DO YOU STILL HAVE?,3
723,i need a map of new jersey between the 1600 and the 1700s including the rivers and towns?,4
724,how does drinking a lot of water help someone on a diet?,3
725,"WHICH IS THE BEST DAY SCHOOL IN DEHRADUN,INDIA??",4
726,"who likes the movie ""THE NOTEBOOK""?",7
727,how can I get rid of www.coolsearch.com keeps coming up in every scan i have done.?,5
728,does a girl really beat a guy ina a martial arts match?,6
729,"Does anyone know about escun.com, Escrow United?",7
730,what is best affiliate site and best email advertisment paying site.?,7
731,Is anyone else in total love/lust with Sara Silverman?,8
732,are all snow flakes really different?,7
733,what kind of things did people do to get motivated to lose weight im having a hard time?,3
734,"what online email sites (yahoo, hotmail, etc) let you access other pop and imap accounts?",5
735,If you hold it to tight it will fall out of your hand if you hold it to loosely you will break it. What is it?,8
